text,service,label
Kami ingin app buat stok barang yg bisa dipake offline ukm.,Custom Software Development,SME
cek keamanan web jualan perhiasan ukm saya.,Cybersecurity Audit,SME
"Halo, cek keamanan web jualan perhiasan ukm saya.",Cybersecurity Audit,SME
"Mohon info, cek keamanan web jualan perhiasan ukm saya.",Cybersecurity Audit,SME
mau bikin web simpel buat jasa laundry kiloan.,Custom Software Development,SME
Apakah bisa mau membuat web simpel buat jasa laundry kiloan.,Custom Software Development,SME
"Halo, mau membuat web simpel buat jasa laundry kiloan.",Custom Software Development,SME
"Mohon info, mau bikin web simpel buat jasa laundry kiloan.",Custom Software Development,SME
"Halo, mau buat web simpel buat jasa laundry kiloan.",Custom Software Development,SME
segera butuh web buat promo pameran umkm lokal.,Custom Software Development,SME
Butuh bantuan untuk urgent butuh web buat promo pameran toko lokal.,Custom Software Development,SME
"Mohon info, segera butuh web buat promo pameran umkm lokal.",Custom Software Development,SME
"Mohon info, secepatnya butuh web buat promo pameran toko lokal.",Custom Software Development,SME
Apakah bisa urgent butuh web buat promo pameran ukm lokal.,Custom Software Development,SME
Maritime monitoring system for coast guard agency.,Government Solutions,Government
"Halo, maritime monitoring system for coast guard agency.",Government Solutions,Government
Butuh bantuan untuk maritime monitoring system for coast guard agency.,Government Solutions,Government
Forest fire surveillance using thermal cameras IoT.,Government Solutions,Government
Apakah bisa forest fire surveillance using thermal cameras IoT.,Government Solutions,Government
Kami ingin forest fire surveillance using thermal cameras IoT.,Government Solutions,Government
Public welfare payment distribution portal.,Government Solutions,Government
Apakah bisa public welfare payment distribution portal.,Government Solutions,Government
Kami ingin public welfare payment distribution portal.,Government Solutions,Government
"Mohon info, public welfare payment distribution portal.",Government Solutions,Government
External security audit for gov e-voting pilot.,Cybersecurity Audit,Government
"Halo, external security audit for gov e-voting pilot.",Cybersecurity Audit,Government
Apakah bisa external security audit for gov e-voting pilot.,Cybersecurity Audit,Government
National broadband expansion strategic planning.,IT Strategy Consulting,Government
"Halo, national broadband expansion strategic planning.",IT Strategy Consulting,Government
"Mohon info, national broadband expansion strategic planning.",IT Strategy Consulting,Government
Butuh bantuan untuk national broadband expansion strategic planning.,IT Strategy Consulting,Government
Apakah bisa national broadband expansion strategic planning.,IT Strategy Consulting,Government
butuh sistem buat koordinasi antar dinas segera.,Government Solutions,Government
butuh sistem buat koordinasi antar dinas urgent.,Government Solutions,Government
butuh sistem buat koordinasi antar dinas asap.,Government Solutions,Government
Global logistics tracking system using RFID.,Custom Software Development,Corporate
"Mohon info, global logistics tracking system using RFID.",Custom Software Development,Corporate
"Halo, global logistics tracking system using RFID.",Custom Software Development,Corporate
Kami ingin global logistics tracking system using RFID.,Custom Software Development,Corporate
Edge computing deployment for corporate retail shops.,Cloud Infrastructure & Migration,Corporate
"Mohon info, edge computing deployment for corporate retail shops.",Cloud Infrastructure & Migration,Corporate
Kami ingin edge computing deployment for corporate retail shops.,Cloud Infrastructure & Migration,Corporate
"Halo, edge computing deployment for corporate retail shops.",Cloud Infrastructure & Migration,Corporate
Information security advisory for corporate board.,Cybersecurity Audit,Corporate
Butuh bantuan untuk information security advisory for corporate board.,Cybersecurity Audit,Corporate
Apakah bisa information security advisory for corporate board.,Cybersecurity Audit,Corporate
IT governance and compliance consulting.,IT Strategy Consulting,Corporate
Apakah bisa iT governance and compliance consulting.,IT Strategy Consulting,Corporate
"Mohon info, iT governance and compliance consulting.",IT Strategy Consulting,Corporate
Knowledge management system for corporate research.,Custom Software Development,Corporate
Kami ingin knowledge management system for corporate research.,Custom Software Development,Corporate
"Halo, knowledge management system for corporate research.",Custom Software Development,Corporate
Immediate cloud setup for remote audit team.,Cloud Infrastructure & Migration,Corporate
"Mohon info, immediate cloud setup for remote audit team.",Cloud Infrastructure & Migration,Corporate
Kami ingin immediate cloud setup for remote audit team.,Cloud Infrastructure & Migration,Corporate
bikinin brosur digital dan web profil buat ukm.,Custom Software Development,SME
"Mohon info, bikinin brosur digital dan web profil buat ukm.",Custom Software Development,SME
Butuh bantuan untuk bikinin brosur digital dan web profil buat ukm.,Custom Software Development,SME
Apakah bisa bikinin brosur digital dan web profil buat ukm.,Custom Software Development,SME
biar web ukm ga ilang datanya pke pnyimpanan apa.,Cloud Infrastructure & Migration,SME
Apakah bisa biar web ukm ga ilang datanya pke pnyimpanan apa.,Cloud Infrastructure & Migration,SME
Kami ingin biar web ukm ga ilang datanya pke pnyimpanan apa.,Cloud Infrastructure & Migration,SME
training it buat karyawan ukm biar produktif.,IT Strategy Consulting,SME
"Halo, training it buat karyawan ukm biar produktif.",IT Strategy Consulting,SME
Apakah bisa training it buat karyawan ukm biar produktif.,IT Strategy Consulting,SME
"Mohon info, training it buat karyawan ukm biar produktif.",IT Strategy Consulting,SME
app kasir yang bisa cetak struk via bluetooth hp.,Custom Software Development,SME
"Mohon info, app kasir yang bisa cetak struk via bluetooth hp.",Custom Software Development,SME
"Halo, app kasir yang bisa cetak struk via bluetooth hp.",Custom Software Development,SME
bantu benerin keamanan web ukm yg kena deface.,Cybersecurity Audit,SME
"Halo, bantu benerin keamanan web ukm yg kena deface.",Cybersecurity Audit,SME
Butuh bantuan untuk bantu benerin keamanan web ukm yg kena deface.,Cybersecurity Audit,SME
"Mohon info, bantu benerin keamanan web ukm yg kena deface.",Cybersecurity Audit,SME
Apakah bisa bantu benerin keamanan web ukm yg kena deface.,Cybersecurity Audit,SME
butuh website buat jualan sayur online ukm.,Custom Software Development,SME
Custom web portal for citizen suggestions and feedback.,Government Solutions,Government
Butuh bantuan untuk custom web portal for citizen suggestions and feedback.,Government Solutions,Government
"Halo, custom web portal for citizen suggestions and feedback.",Government Solutions,Government
"Mohon info, custom web portal for citizen suggestions and feedback.",Government Solutions,Government
E-tax filing portal for corporate and individuals.,Government Solutions,Government
"Halo, e-tax filing portal for corporate and individuals.",Government Solutions,Government
Apakah bisa e-tax filing portal for corporate and individuals.,Government Solutions,Government
National identity verification API service for gov.,Government Solutions,Government
Apakah bisa national identity verification API service for gov.,Government Solutions,Government
Penetration testing for government portal websites.,Cybersecurity Audit,Government
"Mohon info, penetration testing for government portal websites.",Cybersecurity Audit,Government
Kami ingin penetration testing for government portal websites.,Cybersecurity Audit,Government
Butuh bantuan untuk penetration testing for government portal websites.,Cybersecurity Audit,Government
"Halo, penetration testing for government portal websites.",Cybersecurity Audit,Government
Interoperability framework for government data.,IT Strategy Consulting,Government
Butuh bantuan untuk interoperability framework for government data.,IT Strategy Consulting,Government
"Mohon info, interoperability framework for government data.",IT Strategy Consulting,Government
"Halo, interoperability framework for government data.",IT Strategy Consulting,Government
butuh sistem buat monitoring progres proyek pemda.,Government Solutions,Government
Cloud native application development for enterprise.,Custom Software Development,Corporate
"Mohon info, cloud native application development for enterprise.",Custom Software Development,Corporate
Butuh bantuan untuk cloud native application development for enterprise.,Custom Software Development,Corporate
Kubernetes cluster setup for corporate applications.,Cloud Infrastructure & Migration,Corporate
Apakah bisa kubernetes cluster setup for corporate applications.,Cloud Infrastructure & Migration,Corporate
Data loss prevention strategy for corporate data.,Cybersecurity Audit,Corporate
Apakah bisa data loss prevention strategy for corporate data.,Cybersecurity Audit,Corporate
"Mohon info, data loss prevention strategy for corporate data.",Cybersecurity Audit,Corporate
Butuh bantuan untuk data loss prevention strategy for corporate data.,Cybersecurity Audit,Corporate
Vendor management and selection consulting for IT.,IT Strategy Consulting,Corporate
"Mohon info, vendor management and selection consulting for IT.",IT Strategy Consulting,Corporate
Real-time fraud detection for corporate banking.,Custom Software Development,Corporate
"Halo, real-time fraud detection for corporate banking.",Custom Software Development,Corporate
Apakah bisa real-time fraud detection for corporate banking.,Custom Software Development,Corporate
Urgent cloud recovery after unexpected downtime.,Cloud Infrastructure & Migration,Corporate
"Mohon info, urgent cloud recovery after unexpected downtime.",Cloud Infrastructure & Migration,Corporate
Butuh bantuan untuk urgent cloud recovery after unexpected downtime.,Cloud Infrastructure & Migration,Corporate
jasa desain web ukm biar keliatan professional.,Custom Software Development,SME
"Mohon info, jasa desain web ukm biar keliatan professional.",Custom Software Development,SME
pindah domain dan hosting ke cloud biar kencang.,Cloud Infrastructure & Migration,SME
"Mohon info, pindah domain dan hosting ke cloud biar kencang.",Cloud Infrastructure & Migration,SME
Kami ingin pindah domain dan hosting ke cloud biar kencang.,Cloud Infrastructure & Migration,SME
pindah domain & hosting ke cloud biar kencang.,Cloud Infrastructure & Migration,SME
"Mohon info, pindah domain dn hosting ke cloud biar kencang.",Cloud Infrastructure & Migration,SME
web ukm mau ada fitur chat grup buat pelanggan.,Custom Software Development,SME
Kami ingin web ukm mau ada fitur chat grup buat pelanggan.,Custom Software Development,SME
Apakah bisa web ukm mau ada fitur chat grup buat pelanggan.,Custom Software Development,SME
konsultasi pilih vps cloud buat usaha toko online.,IT Strategy Consulting,SME
Apakah bisa konsultasi pilih vps cloud buat usaha toko online.,IT Strategy Consulting,SME
Butuh bantuan untuk konsultasi pilih vps cloud buat usaha toko online.,IT Strategy Consulting,SME
butuh jasa cek celah keamanan di web ukm saya.,Cybersecurity Audit,SME
secepatnya butuh landing page buat jualan jilbab umkm.,Custom Software Development,SME
secepatnya butuh landing page buat jualan jilbab toko.,Custom Software Development,SME
"Mohon info, secepatnya butuh landing page buat jualan jilbab umkm.",Custom Software Development,SME
secepatnya butuh landing page buat jualan jilbab usaha kecil.,Custom Software Development,SME
secepatnya butuh landing page buat jualan jilbab ukm.,Custom Software Development,SME
Municipal budget management and tracking system.,Government Solutions,Government
"Halo, municipal budget management and tracking system.",Government Solutions,Government
Kami ingin municipal budget management and tracking system.,Government Solutions,Government
Smart city platform for monitoring air quality.,Government Solutions,Government
Butuh bantuan untuk smart city platform for monitoring air quality.,Government Solutions,Government
"Halo, smart city platform for monitoring air quality.",Government Solutions,Government
Digital health records for public hospital network.,Government Solutions,Government
Kami ingin digital health records for public hospital network.,Government Solutions,Government
Butuh bantuan untuk digital health records for public hospital network.,Government Solutions,Government
Information security policy for national agencies.,Cybersecurity Audit,Government
"Mohon info, information security policy for national agencies.",Cybersecurity Audit,Government
Apakah bisa information security policy for national agencies.,Cybersecurity Audit,Government
"Halo, information security policy for national agencies.",Cybersecurity Audit,Government
Strategy for future-proofing government IT assets.,IT Strategy Consulting,Government
Apakah bisa strategy for future-proofing government IT assets.,IT Strategy Consulting,Government
"Halo, strategy for future-proofing government IT assets.",IT Strategy Consulting,Government
butuh sistem arsip surat menyurat elektronik dinas.,Government Solutions,Government
Corporate video portal for internal training videos.,Custom Software Development,Corporate
"Halo, corporate video portal for internal training videos.",Custom Software Development,Corporate
Kami ingin corporate video portal for internal training videos.,Custom Software Development,Corporate
Butuh bantuan untuk corporate video portal for internal training videos.,Custom Software Development,Corporate
Database sharding and scaling on cloud for enterprise.,Cloud Infrastructure & Migration,Corporate
Apakah bisa database sharding and scaling on cloud for enterprise.,Cloud Infrastructure & Migration,Corporate
Butuh bantuan untuk database sharding and scaling on cloud for enterprise.,Cloud Infrastructure & Migration,Corporate
"Mohon info, database sharding and scaling on cloud for enterprise.",Cloud Infrastructure & Migration,Corporate
Advanced encryption for corporate confidential files.,Cybersecurity Audit,Corporate
Apakah bisa advanced encryption for corporate confidential files.,Cybersecurity Audit,Corporate
Butuh bantuan untuk advanced encryption for corporate confidential files.,Cybersecurity Audit,Corporate
Benchmarking corporate IT services against market.,IT Strategy Consulting,Corporate
"Mohon info, benchmarking corporate IT services against market.",IT Strategy Consulting,Corporate
Kami ingin benchmarking corporate IT services against market.,IT Strategy Consulting,Corporate
"Halo, benchmarking corporate IT services against market.",IT Strategy Consulting,Corporate
Bespoke analytics for corporate financial reporting.,Custom Software Development,Corporate
"Halo, bespoke analytics for corporate financial reporting.",Custom Software Development,Corporate
Kami ingin bespoke analytics for corporate financial reporting.,Custom Software Development,Corporate
High priority cloud migration for m-commerce app.,Cloud Infrastructure & Migration,Corporate
Kami ingin high priority cloud migration for m-commerce app.,Cloud Infrastructure & Migration,Corporate
"Mohon info, high priority cloud migration for m-commerce app.",Cloud Infrastructure & Migration,Corporate
Butuh bantuan untuk high priority cloud migration for m-commerce app.,Cloud Infrastructure & Migration,Corporate
Apakah bisa high priority cloud migration for m-commerce app.,Cloud Infrastructure & Migration,Corporate
mau bikin katalog produk online buat ukm mebel.,Custom Software Development,SME
Butuh bantuan untuk mau membangun katalog produk online buat ukm mebel.,Custom Software Development,SME
mau mengembangkan katalog produk online buat ukm mebel.,Custom Software Development,SME
Apakah bisa mau membuat katalog produk online buat ukm mebel.,Custom Software Development,SME
tutorial mindahin web dari cpanel ke cloud ukm.,Cloud Infrastructure & Migration,SME
Apakah bisa tutorial mindahin web dari cpanel ke cloud ukm.,Cloud Infrastructure & Migration,SME
"Mohon info, tutorial mindahin web dari cpanel ke cloud ukm.",Cloud Infrastructure & Migration,SME
solusi it biar admin ukm ga pusing catet pesanan.,IT Strategy Consulting,SME
Kami ingin solusi it biar admin ukm ga pusing catet pesanan.,IT Strategy Consulting,SME
Butuh bantuan untuk solusi it biar admin ukm ga pusing catet pesanan.,IT Strategy Consulting,SME
app simpel buat manajemen reseller umkm kecil.,Custom Software Development,SME
Butuh bantuan untuk app simpel buat manajemen reseller umkm kecil.,Custom Software Development,SME
app simpel buat manajemen reseller usaha kecil kecil.,Custom Software Development,SME
Kami ingin app simpel buat manajemen reseller warung kecil.,Custom Software Development,SME
"Halo, app simpel buat manajemen reseller ukm kecil.",Custom Software Development,SME
proteksi website ukm dari ddos attack gmn caranya.,Cybersecurity Audit,SME
Apakah bisa proteksi website ukm dari ddos attack gmn caranya.,Cybersecurity Audit,SME
"Mohon info, proteksi website ukm dari ddos attack gmn caranya.",Cybersecurity Audit,SME
Butuh bantuan untuk proteksi website ukm dari ddos attack gmn caranya.,Cybersecurity Audit,SME
butuh web landing page buat produk kesehatan ukm.,Custom Software Development,SME
Official mobile app for city tourism promotion.,Government Solutions,Government
Kami ingin official mobile app for city tourism promotion.,Government Solutions,Government
Butuh bantuan untuk official mobile app for city tourism promotion.,Government Solutions,Government
Public transport card management system backend.,Government Solutions,Government
"Mohon info, public transport card management system backend.",Government Solutions,Government
"Halo, public transport card management system backend.",Government Solutions,Government
Kami ingin public transport card management system backend.,Government Solutions,Government
Secure communication system for government officials.,Government Solutions,Government
Apakah bisa secure communication system for government officials.,Government Solutions,Government
"Halo, secure communication system for government officials.",Government Solutions,Government
Butuh bantuan untuk secure communication system for government officials.,Government Solutions,Government
Kami ingin secure communication system for government officials.,Government Solutions,Government
ISO 27001 audit for provincial data center.,Cybersecurity Audit,Government
"Mohon info, iSO 27001 audit for provincial data center.",Cybersecurity Audit,Government
Apakah bisa iSO 27001 audit for provincial data center.,Cybersecurity Audit,Government
"Halo, iSO 27001 audit for provincial data center.",Cybersecurity Audit,Government
Master plan for national digital transformation.,IT Strategy Consulting,Government
Butuh bantuan untuk master plan for national digital transformation.,IT Strategy Consulting,Government
Kami ingin master plan for national digital transformation.,IT Strategy Consulting,Government
"Mohon info, master plan for national digital transformation.",IT Strategy Consulting,Government
butuh portal buat pendaftaran sekolah online negeri.,Government Solutions,Government
Predictive maintenance system for corporate factories.,Custom Software Development,Corporate
"Mohon info, predictive maintenance system for corporate factories.",Custom Software Development,Corporate
Apakah bisa predictive maintenance system for corporate factories.,Custom Software Development,Corporate
"Halo, predictive maintenance system for corporate factories.",Custom Software Development,Corporate
Butuh bantuan untuk predictive maintenance system for corporate factories.,Custom Software Development,Corporate
Cloud service cost optimization for enterprise.,Cloud Infrastructure & Migration,Corporate
"Halo, cloud service cost optimization for enterprise.",Cloud Infrastructure & Migration,Corporate
"Mohon info, cloud service cost optimization for enterprise.",Cloud Infrastructure & Migration,Corporate
Apakah bisa cloud service cost optimization for enterprise.,Cloud Infrastructure & Migration,Corporate
Vulnerability assessment for corporate web portal.,Cybersecurity Audit,Corporate
"Halo, vulnerability assessment for corporate web portal.",Cybersecurity Audit,Corporate
Apakah bisa vulnerability assessment for corporate web portal.,Cybersecurity Audit,Corporate
Kami ingin vulnerability assessment for corporate web portal.,Cybersecurity Audit,Corporate
Agile coaching for corporate project managers.,IT Strategy Consulting,Corporate
"Halo, agile coaching for corporate project managers.",IT Strategy Consulting,Corporate
"Mohon info, agile coaching for corporate project managers.",IT Strategy Consulting,Corporate
Apakah bisa agile coaching for corporate project managers.,IT Strategy Consulting,Corporate
Custom dashboard for corporate executive team.,Custom Software Development,Corporate
Apakah bisa custom dashboard for corporate executive team.,Custom Software Development,Corporate
Butuh bantuan untuk custom dashboard for corporate executive team.,Custom Software Development,Corporate
Urgent cloud infrastructure for sudden user spike.,Cloud Infrastructure & Migration,Corporate
Kami ingin urgent cloud infrastructure for sudden user spike.,Cloud Infrastructure & Migration,Corporate
"Halo, urgent cloud infrastructure for sudden user spike.",Cloud Infrastructure & Migration,Corporate
bikinin web buat gallery foto hasil karya ukm.,Custom Software Development,SME
Kami ingin bikinin web buat gallery foto hasil karya ukm.,Custom Software Development,SME
Apakah bisa bikinin web buat gallery foto hasil karya ukm.,Custom Software Development,SME
pindah data base ke cloud biar ga lemot buka web.,Cloud Infrastructure & Migration,SME
Kami ingin pindah data base ke cloud biar ga lemot buka web.,Cloud Infrastructure & Migration,SME
Butuh bantuan untuk pindah data base ke cloud biar ga lemot buka web.,Cloud Infrastructure & Migration,SME
konsultasi bisnis digital buat ukm di pelosok.,IT Strategy Consulting,SME
"Mohon info, konsultasi bisnis digital buat ukm di pelosok.",IT Strategy Consulting,SME
Kami ingin konsultasi bisnis digital buat ukm di pelosok.,IT Strategy Consulting,SME
app buat ngitung komisi sales ukm sederhana.,Custom Software Development,SME
Butuh bantuan untuk app buat ngitung komisi sales ukm sederhana.,Custom Software Development,SME
Kami ingin app buat ngitung komisi sales ukm sederhana.,Custom Software Development,SME
perbaiki keamanan sistem jualan ukm yang bocor.,Cybersecurity Audit,SME
"Mohon info, perbaiki keamanan sistem jualan ukm yang bocor.",Cybersecurity Audit,SME
Butuh bantuan untuk perbaiki keamanan sistem jualan ukm yang bocor.,Cybersecurity Audit,SME
deadline besok butuh web jualan buat bazar ukm.,Custom Software Development,SME
Butuh bantuan untuk deadline besok butuh web jualan buat bazar ukm.,Custom Software Development,SME
Kami ingin deadline besok butuh web jualan buat bazar ukm.,Custom Software Development,SME
"Halo, deadline besok butuh web jualan buat bazar ukm.",Custom Software Development,SME
State level geospatial data infrastructure system.,Government Solutions,Government
Apakah bisa state level geospatial data infrastructure system.,Government Solutions,Government
"Mohon info, state level geospatial data infrastructure system.",Government Solutions,Government
Butuh bantuan untuk state level geospatial data infrastructure system.,Government Solutions,Government
Social services case management system for dept.,Government Solutions,Government
"Halo, social services case management system for dept.",Government Solutions,Government
Apakah bisa social services case management system for dept.,Government Solutions,Government
Online platform for public petition and voting.,Government Solutions,Government
"Mohon info, online platform for public petition and voting.",Government Solutions,Government
Kami ingin online platform for public petition and voting.,Government Solutions,Government
Butuh bantuan untuk online platform for public petition and voting.,Government Solutions,Government
Security audit for national e-payment system.,Cybersecurity Audit,Government
"Halo, security audit for national e-payment system.",Cybersecurity Audit,Government
Kami ingin security audit for national e-payment system.,Cybersecurity Audit,Government
Butuh bantuan untuk security audit for national e-payment system.,Cybersecurity Audit,Government
Government data center consolidation strategy.,IT Strategy Consulting,Government
Apakah bisa government data center consolidation strategy.,IT Strategy Consulting,Government
Kami ingin government data center consolidation strategy.,IT Strategy Consulting,Government
"Mohon info, government data center consolidation strategy.",IT Strategy Consulting,Government
butuh sistem pendataan umkm buat dinas koperasi.,Government Solutions,Government
butuh sistem pendataan usaha kecil buat dinas koperasi.,Government Solutions,Government
butuh sistem pendataan ukm buat dinas koperasi.,Government Solutions,Government
butuh sistem pendataan toko buat dinas koperasi.,Government Solutions,Government
Digital twin simulation for corporate manufacturing.,Custom Software Development,Corporate
Apakah bisa digital twin simulation for corporate manufacturing.,Custom Software Development,Corporate
"Mohon info, digital twin simulation for corporate manufacturing.",Custom Software Development,Corporate
"Halo, digital twin simulation for corporate manufacturing.",Custom Software Development,Corporate
Kami ingin digital twin simulation for corporate manufacturing.,Custom Software Development,Corporate
Multi-region cloud deployment for global brand.,Cloud Infrastructure & Migration,Corporate
"Mohon info, multi-region cloud deployment for global brand.",Cloud Infrastructure & Migration,Corporate
Apakah bisa multi-region cloud deployment for global brand.,Cloud Infrastructure & Migration,Corporate
Phishing simulation and training for corporate.,Cybersecurity Audit,Corporate
Kami ingin phishing simulation and training for corporate.,Cybersecurity Audit,Corporate
Butuh bantuan untuk phishing simulation and training for corporate.,Cybersecurity Audit,Corporate
Digital leadership training for corporate execs.,IT Strategy Consulting,Corporate
Apakah bisa digital leadership training for corporate execs.,IT Strategy Consulting,Corporate
"Halo, digital leadership training for corporate execs.",IT Strategy Consulting,Corporate
Custom workflow for corporate procurement process.,Custom Software Development,Corporate
Apakah bisa custom workflow for corporate procurement process.,Custom Software Development,Corporate
"Mohon info, custom workflow for corporate procurement process.",Custom Software Development,Corporate
Critical cloud server migration before lease ends.,Cloud Infrastructure & Migration,Corporate
Butuh bantuan untuk critical cloud server migration before lease ends.,Cloud Infrastructure & Migration,Corporate
"Halo, critical cloud server migration before lease ends.",Cloud Infrastructure & Migration,Corporate
Apakah bisa critical cloud server migration before lease ends.,Cloud Infrastructure & Migration,Corporate
"Mohon info, critical cloud server migration before lease ends.",Cloud Infrastructure & Migration,Corporate
jasa benerin website ukm yang tampilannya error.,Custom Software Development,SME
Butuh bantuan untuk jasa benerin website ukm yang tampilannya error.,Custom Software Development,SME
Apakah bisa jasa benerin website ukm yang tampilannya error.,Custom Software Development,SME
web ukm mau ada fitur booking jadwal konsultasi.,Custom Software Development,SME
Butuh bantuan untuk web ukm mau ada fitur booking jadwal konsultasi.,Custom Software Development,SME
Kami ingin web ukm mau ada fitur booking jadwal konsultasi.,Custom Software Development,SME
"Halo, web ukm mau ada fitur booking jadwal konsultasi.",Custom Software Development,SME
cara daftar hosting cloud idcloudhost buat ukm.,Cloud Infrastructure & Migration,SME
Butuh bantuan untuk cara daftar hosting cloud idcloudhost buat ukm.,Cloud Infrastructure & Migration,SME
"Halo, cara daftar hosting cloud idcloudhost buat ukm.",Cloud Infrastructure & Migration,SME
bisnis ukm saya butuh bantuan roadmap teknologi.,IT Strategy Consulting,SME
Kami ingin bisnis ukm saya butuh bantuan roadmap teknologi.,IT Strategy Consulting,SME
Butuh bantuan untuk bisnis ukm saya butuh bantuan roadmap teknologi.,IT Strategy Consulting,SME
"Mohon info, bisnis ukm saya butuh bantuan roadmap teknologi.",IT Strategy Consulting,SME
security check buat website ukm yang baru launching.,Cybersecurity Audit,SME
"Halo, security check buat website ukm yang baru launching.",Cybersecurity Audit,SME
Apakah bisa security check buat website ukm yng baru launching.,Cybersecurity Audit,SME
Kami ingin security check buat website ukm yang baru launching.,Cybersecurity Audit,SME
segera butuh landing page buat jualan kopi umkm.,Custom Software Development,SME
"Mohon info, asap butuh landing page buat jualan kopi toko.",Custom Software Development,SME
"Mohon info, buru-buru butuh landing page buat jualan kopi toko.",Custom Software Development,SME
"Mohon info, buru-buru butuh landing page buat jualan kopi usaha kecil.",Custom Software Development,SME
Integrated surveillance system for public borders.,Government Solutions,Government
"Mohon info, integrated surveillance system for public borders.",Government Solutions,Government
Butuh bantuan untuk integrated surveillance system for public borders.,Government Solutions,Government
Apakah bisa integrated surveillance system for public borders.,Government Solutions,Government
Online permit system for small medical clinics.,Government Solutions,Government
Citizen grievance redressal system mobile app.,Government Solutions,Government
Apakah bisa citizen grievance redressal system mobile app.,Government Solutions,Government
"Halo, citizen grievance redressal system mobile app.",Government Solutions,Government
Database security hardening for gov census data.,Cybersecurity Audit,Government
"Mohon info, database security hardening for gov census data.",Cybersecurity Audit,Government
Apakah bisa database security hardening for gov census data.,Cybersecurity Audit,Government
"Halo, database security hardening for gov census data.",Cybersecurity Audit,Government
Kami ingin database security hardening for gov census data.,Cybersecurity Audit,Government
Architecture review for national gov portal.,IT Strategy Consulting,Government
Kami ingin architecture review for national gov portal.,IT Strategy Consulting,Government
butuh sistem buat monitor dana desa biar transparan.,Government Solutions,Government
Kami adalah perusahaan manufaktur skala besar yang sedang mengalami kendala dalam mengelola sistem inventory antar cabang dan membutuhkan solusi ERP terintegrasi untuk meningkatkan efisiensi operasional harian.,Custom Software Development,Corporate
kami adalah bisnis manufaktur skala besar yang sedang mengalami kendala dalam mengelola sistem inventory antar cabang dan membutuhkan solusi ERP terintegrasi untuk meningkatkan efisiensi operasional harian.,Custom Software Development,Corporate
Butuh bantuan untuk perusahaan kami adalah bisnis manufaktur skala besar yang sedang mengalami kendala dalam mengelola sistem inventory antar cabang dan membutuhkan solusi ERP terintegrasi untuk meningkatkan efisiensi operasional harian.,Custom Software Development,Corporate
"Mohon info, instansi kami adalah institusi manufaktur skala besar yang sedang mengalami kendala dalam mengelola sistem inventory antar cabang dan membutuhkan solusi ERP terintegrasi buat meningkatkan efisiensi operasional harian.",Custom Software Development,Corporate
kami adalah kantor manufaktur skala besar yang sedang mengalami kendala dalam mengelola sistem inventory antar cabang dan membutuhkan solusi ERP terintegrasi utk meningkatkan efisiensi operasional harian.,Custom Software Development,Corporate
Perusahaan perbankan kami ingin melakukan migrasi menyeluruh ke infrastruktur cloud karena sistem server on-premise saat ini sering mengalami downtime yang cukup parah dan sangat menghambat proses transaksi nasabah.,Cloud Infrastructure & Migration,Corporate
perusahaan perbankan saya butuh melakukan migrasi menyeluruh ke infrastruktur cloud karena sistem server on-premise saat ini sering mengalami downtime yang cukup parah dan sangat menghambat proses transaksi nasabah.,Cloud Infrastructure & Migration,Corporate
Apakah bisa kantor perbankan saya bermaksud melakukan migrasi menyeluruh ke infrastruktur cloud karena sistem server on-premise saat ini sering mengalami downtime yang cukup parah dan sangat menghambat proses transaksi nasabah.,Cloud Infrastructure & Migration,Corporate
"Mohon info, usaha perbankan kami butuh melakukan migrasi menyeluruh ke infrastruktur cloud karena sistem server on-premise saat ini sering mengalami downtime yang cukup parah dan sangat menghambat proses transaksi nasabah.",Cloud Infrastructure & Migration,Corporate
Butuh bantuan untuk bisnis perbankan instansi kami ingin melakukan migrasi menyeluruh ke infrastruktur cloud karena sistem server on-premise saat ini sering mengalami downtime yang cukup parah dan sangat menghambat proses transaksi nasabah.,Cloud Infrastructure & Migration,Corporate
"Sebagai perusahaan retail multinasional, kami membutuhkan audit keamanan sistem secara menyeluruh untuk memastikan data pelanggan kami terlindungi dari potensi kebocoran serta mematuhi regulasi privasi data yang berlaku internasional.",Cybersecurity Audit,Corporate
"Halo, sebagai kantor retail multinasional, saya membutuhkan audit keamanan sistem secara menyeluruh utk memastikan data pelanggan saya terlindungi dari potensi kebocoran serta mematuhi regulasi privasi data yang berlaku internasional.",Cybersecurity Audit,Corporate
"Mohon info, sebagai bisnis retail multinasional, instansi kami membutuhkan audit keamanan sistem secara menyeluruh untuk memastikan data pelanggan instansi kami terlindungi dari potensi kebocoran serta mematuhi regulasi privasi data yang berlaku internasional.",Cybersecurity Audit,Corporate
"Halo, sebagai kantor retail multinasional, instansi kami membutuhkan audit keamanan sistem secara menyeluruh untuk memastikan data pelanggan instansi kami terlindungi dari potensi kebocoran serta mematuhi regulasi privasi data yang berlaku internasional.",Cybersecurity Audit,Corporate
"Halo, sebagai bisnis retail multinasional, saya membutuhkan audit keamanan sistem secara menyeluruh untuk memastikan data pelanggan saya terlindungi dari potensi kebocoran serta mematuhi regulasi privasi data yang berlaku internasional.",Cybersecurity Audit,Corporate
Dewan direksi kami sedang merencanakan transformasi digital besar-besaran untuk lima tahun ke depan dan kami membutuhkan konsultan strategi IT yang berpengalaman dalam menangani perubahan budaya kerja dan teknologi.,IT Strategy Consulting,Corporate
